student_id,behavioral_cluster,target_academic_impact,avg_daily_usage_hours,sleep_hours_per_night,mental_health_score,addicted_score,conflicts_over_social_media,most_used_platform,gender,intervention_plan
213,2,0,4.3,8.7,7,5,2,Facebook,Female,Empower as Wellness Mentors
216,2,0,4.4,8.8,7,6,2,Facebook,Male,Empower as Wellness Mentors
219,2,0,4.2,8.9,7,5,2,Facebook,Female,Empower as Wellness Mentors
223,2,0,4.5,7.5,8,5,2,Instagram,Female,Empower as Wellness Mentors
224,2,0,4.2,7.8,7,4,2,Facebook,Male,Empower as Wellness Mentors
225,2,0,3.8,7.9,8,3,1,LINE,Female,Empower as Wellness Mentors
228,2,0,4.8,7.2,7,5,2,VKontakte,Male,Empower as Wellness Mentors
231,2,0,4.7,7.4,7,5,2,Facebook,Female,Empower as Wellness Mentors
232,2,0,4.0,7.9,8,4,1,Instagram,Male,Empower as Wellness Mentors
233,2,0,3.5,8.0,8,3,1,LINE,Female,Empower as Wellness Mentors
236,2,0,4.5,7.4,7,5,2,VKontakte,Male,Empower as Wellness Mentors
239,2,0,4.6,7.3,7,5,2,Instagram,Female,Empower as Wellness Mentors
240,2,0,4.1,7.7,8,4,2,Facebook,Male,Empower as Wellness Mentors
241,2,0,3.7,7.8,8,3,1,LINE,Female,Empower as Wellness Mentors
244,2,0,4.7,7.3,7,5,2,VKontakte,Male,Empower as Wellness Mentors
247,2,0,4.8,7.2,7,5,2,Facebook,Female,Empower as Wellness Mentors
248,2,0,3.9,7.8,8,4,1,Instagram,Male,Empower as Wellness Mentors
249,2,0,3.6,8.1,8,3,1,LINE,Female,Empower as Wellness Mentors
252,2,0,4.6,7.5,7,5,2,VKontakte,Male,Empower as Wellness Mentors
255,2,0,4.4,7.4,7,5,2,Instagram,Female,Empower as Wellness Mentors
256,2,0,4.0,7.6,8,4,2,Facebook,Male,Empower as Wellness Mentors
257,2,0,3.4,8.2,8,3,1,LINE,Female,Empower as Wellness Mentors
260,2,0,4.4,7.6,7,5,2,VKontakte,Male,Empower as Wellness Mentors
263,2,0,4.3,7.5,7,5,2,Facebook,Female,Empower as Wellness Mentors
264,2,0,3.8,7.7,8,4,1,Instagram,Male,Empower as Wellness Mentors
265,2,0,3.3,8.3,8,3,1,LINE,Female,Empower as Wellness Mentors
268,2,0,4.3,7.7,7,5,2,VKontakte,Male,Empower as Wellness Mentors
271,2,0,4.5,7.3,7,5,2,Instagram,Female,Empower as Wellness Mentors
272,2,0,3.7,7.8,8,4,1,Facebook,Male,Empower as Wellness Mentors
273,2,0,3.2,8.4,8,3,1,LINE,Female,Empower as Wellness Mentors
276,2,0,4.2,7.8,7,5,2,VKontakte,Male,Empower as Wellness Mentors
279,2,0,4.4,7.4,7,5,2,Facebook,Female,Empower as Wellness Mentors
280,2,0,3.6,7.9,8,4,1,Instagram,Male,Empower as Wellness Mentors
281,2,0,3.1,8.5,8,3,1,LINE,Female,Empower as Wellness Mentors
284,2,0,4.1,7.9,7,5,2,VKontakte,Male,Empower as Wellness Mentors
287,2,0,4.3,7.5,7,5,2,Instagram,Female,Empower as Wellness Mentors
288,2,0,3.5,8.0,8,4,1,Facebook,Male,Empower as Wellness Mentors
289,2,0,3.0,8.6,8,3,1,LINE,Female,Empower as Wellness Mentors
292,2,0,4.0,8.0,7,5,2,VKontakte,Male,Empower as Wellness Mentors
295,2,0,4.2,7.6,7,5,2,Facebook,Female,Empower as Wellness Mentors
296,2,0,3.4,8.1,8,4,1,Instagram,Male,Empower as Wellness Mentors
297,2,0,2.9,8.7,8,3,1,LINE,Female,Empower as Wellness Mentors
300,2,0,3.9,8.1,7,5,2,VKontakte,Male,Empower as Wellness Mentors
303,2,0,4.1,7.7,7,5,2,Instagram,Female,Empower as Wellness Mentors
304,2,0,3.3,8.2,8,4,1,Facebook,Male,Empower as Wellness Mentors
305,2,0,2.8,8.8,8,3,1,LINE,Female,Empower as Wellness Mentors
308,2,0,3.8,8.2,7,5,2,VKontakte,Male,Empower as Wellness Mentors
311,2,0,4.0,7.8,7,5,2,Facebook,Female,Empower as Wellness Mentors
312,2,0,3.2,8.3,8,4,1,Instagram,Male,Empower as Wellness Mentors
313,2,0,2.7,8.9,8,3,1,LINE,Female,Empower as Wellness Mentors
316,2,0,3.7,8.3,7,5,2,VKontakte,Male,Empower as Wellness Mentors
319,2,0,3.9,7.9,7,5,2,Instagram,Female,Empower as Wellness Mentors
320,2,0,3.1,8.4,8,4,1,Facebook,Male,Empower as Wellness Mentors
322,2,0,4.1,7.8,8,4,2,Facebook,Male,Empower as Wellness Mentors
325,2,0,4.0,7.9,8,4,2,Instagram,Female,Empower as Wellness Mentors
329,2,0,4.5,7.5,7,5,2,Instagram,Female,Empower as Wellness Mentors
332,2,0,3.9,7.9,8,4,2,Facebook,Male,Empower as Wellness Mentors
335,2,0,3.8,8.0,8,4,2,Instagram,Female,Empower as Wellness Mentors
339,2,0,4.4,7.6,7,5,2,Instagram,Female,Empower as Wellness Mentors
342,2,0,3.8,8.0,8,4,2,Facebook,Male,Empower as Wellness Mentors
345,2,0,3.7,8.1,8,4,2,Instagram,Female,Empower as Wellness Mentors
349,2,0,4.3,7.7,7,5,2,Instagram,Female,Empower as Wellness Mentors
352,2,0,3.7,8.1,8,4,2,Facebook,Male,Empower as Wellness Mentors
355,2,0,3.6,8.2,8,4,2,Instagram,Female,Empower as Wellness Mentors
359,2,0,4.2,7.8,7,5,2,Instagram,Female,Empower as Wellness Mentors
362,2,0,3.6,8.2,8,4,2,Facebook,Male,Empower as Wellness Mentors
365,2,0,3.5,8.3,8,4,2,Instagram,Female,Empower as Wellness Mentors
369,2,0,4.1,7.9,7,5,2,Instagram,Female,Empower as Wellness Mentors
372,2,0,3.5,8.3,8,4,2,Facebook,Male,Empower as Wellness Mentors
375,2,0,3.4,8.4,8,4,2,Instagram,Female,Empower as Wellness Mentors
379,2,0,4.0,8.0,7,5,2,Instagram,Female,Empower as Wellness Mentors
382,2,0,3.4,8.4,8,4,2,Facebook,Male,Empower as Wellness Mentors
385,2,0,3.3,8.5,8,4,2,Instagram,Female,Empower as Wellness Mentors
389,2,0,3.9,8.1,7,5,2,Instagram,Female,Empower as Wellness Mentors
392,2,0,3.3,8.5,8,4,2,Facebook,Male,Empower as Wellness Mentors
395,2,0,3.2,8.6,8,4,2,Instagram,Female,Empower as Wellness Mentors
399,2,0,3.8,8.2,7,5,2,Instagram,Female,Empower as Wellness Mentors
402,2,0,3.2,8.6,8,4,2,Facebook,Male,Empower as Wellness Mentors
405,2,0,3.1,8.7,8,4,2,Instagram,Female,Empower as Wellness Mentors
409,2,0,3.7,8.3,7,5,2,Instagram,Female,Empower as Wellness Mentors
412,2,0,3.1,8.7,8,4,2,Facebook,Male,Empower as Wellness Mentors
415,2,0,3.0,8.8,8,4,2,Instagram,Female,Empower as Wellness Mentors
419,2,0,3.6,8.4,7,5,2,Instagram,Female,Empower as Wellness Mentors
422,2,0,3.0,8.8,8,4,2,Facebook,Male,Empower as Wellness Mentors
425,2,0,2.9,8.9,8,4,2,Instagram,Female,Empower as Wellness Mentors
429,2,0,3.5,8.5,7,5,2,Instagram,Female,Empower as Wellness Mentors
432,2,0,2.9,8.9,8,4,2,Facebook,Male,Empower as Wellness Mentors
435,2,0,2.8,9.0,8,4,2,Instagram,Female,Empower as Wellness Mentors
439,2,0,3.4,8.6,7,5,2,Instagram,Female,Empower as Wellness Mentors
442,2,0,2.8,9.0,8,4,2,Facebook,Male,Empower as Wellness Mentors
445,2,0,2.7,9.1,8,4,2,Instagram,Female,Empower as Wellness Mentors
449,2,0,3.3,8.7,7,5,2,Instagram,Female,Empower as Wellness Mentors
452,2,0,2.7,9.1,8,4,2,Facebook,Male,Empower as Wellness Mentors
455,2,0,2.6,9.2,8,4,2,Instagram,Female,Empower as Wellness Mentors
459,2,0,3.2,8.8,7,5,2,Instagram,Female,Empower as Wellness Mentors
462,2,0,2.6,9.2,8,4,2,Facebook,Male,Empower as Wellness Mentors
465,2,0,2.5,9.3,8,4,2,Instagram,Female,Empower as Wellness Mentors
469,2,0,3.1,8.9,7,5,2,Instagram,Female,Empower as Wellness Mentors
472,2,0,2.5,9.3,8,4,2,Facebook,Male,Empower as Wellness Mentors
475,2,0,2.4,9.4,8,4,2,Instagram,Female,Empower as Wellness Mentors
479,2,0,3.0,9.0,7,5,2,Instagram,Female,Empower as Wellness Mentors
482,2,0,2.4,9.4,8,4,2,Facebook,Male,Empower as Wellness Mentors
485,2,0,2.3,9.5,8,4,2,Instagram,Female,Empower as Wellness Mentors
489,2,0,2.9,9.1,7,5,2,Instagram,Female,Empower as Wellness Mentors
492,2,0,2.3,9.5,8,4,2,Facebook,Male,Empower as Wellness Mentors
495,2,0,2.2,9.6,8,4,2,Instagram,Female,Empower as Wellness Mentors
499,2,0,2.8,9.2,7,5,2,Instagram,Female,Empower as Wellness Mentors
502,2,0,4.5,7.8,7,5,2,WeChat,Male,Empower as Wellness Mentors
503,2,0,3.8,8.2,8,4,2,Instagram,Female,Empower as Wellness Mentors
508,2,0,4.2,7.9,7,5,2,Facebook,Male,Empower as Wellness Mentors
512,2,0,4.4,7.9,7,5,2,WeChat,Male,Empower as Wellness Mentors
513,2,0,3.7,8.3,8,4,2,TikTok,Female,Empower as Wellness Mentors
518,2,0,4.1,8.0,7,5,2,Facebook,Male,Empower as Wellness Mentors
522,2,0,4.3,8.0,7,5,2,WeChat,Male,Empower as Wellness Mentors
523,2,0,3.6,8.4,8,4,2,Instagram,Female,Empower as Wellness Mentors
528,2,0,4.0,8.1,7,5,2,Facebook,Male,Empower as Wellness Mentors
532,2,0,4.2,8.1,7,5,2,WeChat,Male,Empower as Wellness Mentors
533,2,0,3.5,8.5,8,4,2,Instagram,Female,Empower as Wellness Mentors
538,2,0,3.9,8.2,7,5,2,Facebook,Male,Empower as Wellness Mentors
542,2,0,4.1,8.2,7,5,2,WeChat,Male,Empower as Wellness Mentors
543,2,0,3.4,8.6,8,4,2,Instagram,Female,Empower as Wellness Mentors
548,2,0,3.8,8.3,7,5,2,Facebook,Male,Empower as Wellness Mentors
552,2,0,4.0,8.3,7,5,2,WeChat,Male,Empower as Wellness Mentors
553,2,0,3.3,8.7,8,4,2,Instagram,Female,Empower as Wellness Mentors
558,2,0,3.7,8.4,7,5,2,Facebook,Male,Empower as Wellness Mentors
562,2,0,3.9,8.4,7,5,2,WeChat,Male,Empower as Wellness Mentors
563,2,0,3.2,8.8,8,4,2,Instagram,Female,Empower as Wellness Mentors
568,2,0,3.6,8.5,7,5,2,Facebook,Male,Empower as Wellness Mentors
572,2,0,3.8,7.8,8,4,2,Twitter,Male,Empower as Wellness Mentors
575,2,0,4.2,7.5,7,5,2,Instagram,Female,Empower as Wellness Mentors
579,2,0,4.7,7.4,7,5,2,Twitter,Female,Empower as Wellness Mentors
582,2,0,4.9,7.3,7,5,2,Facebook,Male,Empower as Wellness Mentors
585,2,0,4.5,7.6,8,4,2,Twitter,Female,Empower as Wellness Mentors
587,2,0,4.1,7.7,7,5,2,Instagram,Female,Empower as Wellness Mentors
589,2,0,4.4,7.4,7,5,2,Instagram,Female,Empower as Wellness Mentors
592,2,0,4.3,7.5,7,5,2,Facebook,Male,Empower as Wellness Mentors
597,2,0,4.9,7.3,7,5,2,TikTok,Female,Empower as Wellness Mentors
599,2,0,5.1,7.1,7,5,2,Twitter,Female,Empower as Wellness Mentors
602,2,0,4.3,7.6,8,4,2,Twitter,Male,Empower as Wellness Mentors
604,2,0,4.5,7.4,7,5,2,Facebook,Male,Empower as Wellness Mentors
606,2,0,4.7,7.2,7,5,2,Instagram,Male,Empower as Wellness Mentors
609,2,0,4.4,7.4,7,5,2,Instagram,Female,Empower as Wellness Mentors
613,2,0,4.8,7.3,7,5,2,Twitter,Female,Empower as Wellness Mentors
616,2,0,4.6,7.2,7,5,2,Facebook,Male,Empower as Wellness Mentors
619,2,0,4.2,7.5,8,4,2,Twitter,Female,Empower as Wellness Mentors
621,2,0,4.4,7.4,7,5,2,Instagram,Female,Empower as Wellness Mentors
623,2,0,4.6,7.3,7,5,2,Twitter,Female,Empower as Wellness Mentors
626,2,0,4.5,7.3,7,5,2,Facebook,Male,Empower as Wellness Mentors
630,2,0,4.7,7.2,7,5,2,Instagram,Male,Empower as Wellness Mentors
633,2,0,4.8,7.1,7,5,2,Twitter,Female,Empower as Wellness Mentors
636,2,0,4.4,7.4,8,4,2,Twitter,Male,Empower as Wellness Mentors
638,2,0,4.3,7.5,7,5,2,Instagram,Male,Empower as Wellness Mentors
640,2,0,4.5,7.3,7,5,2,Twitter,Male,Empower as Wellness Mentors
643,2,0,4.6,7.2,7,5,2,Facebook,Female,Empower as Wellness Mentors
647,2,0,4.8,7.1,7,5,2,Instagram,Female,Empower as Wellness Mentors
650,2,0,4.7,7.2,7,5,2,Facebook,Male,Empower as Wellness Mentors
653,2,0,4.3,7.5,8,4,2,Twitter,Female,Empower as Wellness Mentors
655,2,0,4.4,7.4,7,5,2,Instagram,Female,Empower as Wellness Mentors
657,2,0,4.6,7.3,7,5,2,Twitter,Female,Empower as Wellness Mentors
660,2,0,4.5,7.3,7,5,2,Facebook,Male,Empower as Wellness Mentors
664,2,0,4.7,7.2,7,5,2,Facebook,Male,Empower as Wellness Mentors
667,2,0,4.8,7.1,7,5,2,TikTok,Female,Empower as Wellness Mentors
670,2,0,4.4,7.4,8,4,2,Twitter,Male,Empower as Wellness Mentors
672,2,0,4.3,7.5,7,5,2,Instagram,Male,Empower as Wellness Mentors
674,2,0,4.5,7.3,7,5,2,Twitter,Male,Empower as Wellness Mentors
677,2,0,4.6,7.2,7,5,2,TikTok,Female,Empower as Wellness Mentors
681,2,0,4.7,7.2,7,5,2,Instagram,Female,Empower as Wellness Mentors
684,2,0,4.8,7.1,7,5,2,Facebook,Male,Empower as Wellness Mentors
687,2,0,4.2,7.5,8,4,2,Twitter,Female,Empower as Wellness Mentors
689,2,0,4.4,7.4,7,5,2,Instagram,Female,Empower as Wellness Mentors
691,2,0,4.6,7.3,7,5,2,Twitter,Female,Empower as Wellness Mentors
694,2,0,4.5,7.3,7,5,2,Facebook,Male,Empower as Wellness Mentors
698,2,0,4.8,7.1,7,5,2,Facebook,Male,Empower as Wellness Mentors
701,2,0,4.7,7.2,7,5,2,TikTok,Female,Empower as Wellness Mentors
704,2,0,4.3,7.5,8,4,2,Twitter,Male,Empower as Wellness Mentors
