student_id,behavioral_cluster,target_academic_impact,avg_daily_usage_hours,sleep_hours_per_night,mental_health_score,addicted_score,conflicts_over_social_media,most_used_platform,gender,intervention_plan
384,1,1,6.4,5.9,5,8,4,WhatsApp,Male,Awareness & Screen Nudges
387,1,1,7.4,4.9,5,9,4,TikTok,Female,Awareness & Screen Nudges
394,1,1,6.5,5.8,5,8,4,WhatsApp,Male,Awareness & Screen Nudges
397,1,1,7.5,4.8,5,9,4,Instagram,Female,Awareness & Screen Nudges
404,1,1,6.6,5.7,5,8,4,WhatsApp,Male,Awareness & Screen Nudges
407,1,1,7.6,4.7,5,9,4,TikTok,Female,Awareness & Screen Nudges
414,1,1,6.7,5.6,5,8,4,WhatsApp,Male,Awareness & Screen Nudges
417,1,1,7.7,4.6,5,9,4,Instagram,Female,Awareness & Screen Nudges
424,1,1,6.8,5.5,5,8,4,WhatsApp,Male,Awareness & Screen Nudges
427,1,1,7.8,4.5,5,9,4,TikTok,Female,Awareness & Screen Nudges
434,1,1,6.9,5.4,5,8,4,WhatsApp,Male,Awareness & Screen Nudges
437,1,1,7.9,4.4,5,9,4,Instagram,Female,Awareness & Screen Nudges
444,1,1,7.0,5.3,5,8,4,WhatsApp,Male,Awareness & Screen Nudges
447,1,1,8.0,4.3,5,9,4,TikTok,Female,Awareness & Screen Nudges
454,1,1,7.1,5.2,5,8,4,WhatsApp,Male,Awareness & Screen Nudges
457,1,1,8.1,4.2,5,9,4,Instagram,Female,Awareness & Screen Nudges
464,1,1,7.2,5.1,5,8,4,WhatsApp,Male,Awareness & Screen Nudges
467,1,1,8.2,4.1,5,9,4,TikTok,Female,Awareness & Screen Nudges
474,1,1,7.3,5.0,5,8,4,WhatsApp,Male,Awareness & Screen Nudges
477,1,1,8.3,4.0,5,9,4,Instagram,Female,Awareness & Screen Nudges
484,1,1,7.4,4.9,5,8,4,WhatsApp,Male,Awareness & Screen Nudges
487,1,1,8.4,3.9,5,9,4,TikTok,Female,Awareness & Screen Nudges
494,1,1,7.5,4.8,5,8,4,WhatsApp,Male,Awareness & Screen Nudges
497,1,1,8.5,3.8,5,9,4,Instagram,Female,Awareness & Screen Nudges
507,1,1,6.5,6.5,5,8,4,Instagram,Female,Awareness & Screen Nudges
509,1,1,6.8,6.0,5,8,4,WhatsApp,Female,Awareness & Screen Nudges
517,1,1,6.6,6.4,5,8,4,Instagram,Female,Awareness & Screen Nudges
519,1,1,6.9,5.9,5,8,4,WhatsApp,Female,Awareness & Screen Nudges
527,1,1,6.7,6.3,5,8,4,Instagram,Female,Awareness & Screen Nudges
529,1,1,7.0,5.8,5,8,4,WhatsApp,Female,Awareness & Screen Nudges
537,1,1,6.8,6.2,5,8,4,Instagram,Female,Awareness & Screen Nudges
539,1,1,7.1,5.7,5,8,4,WhatsApp,Female,Awareness & Screen Nudges
547,1,1,6.9,6.1,5,8,4,Instagram,Female,Awareness & Screen Nudges
549,1,1,7.2,5.6,5,8,4,WhatsApp,Female,Awareness & Screen Nudges
557,1,1,7.0,6.0,5,8,4,Instagram,Female,Awareness & Screen Nudges
559,1,1,7.3,5.5,5,8,4,WhatsApp,Female,Awareness & Screen Nudges
567,1,1,7.1,5.9,5,8,4,Instagram,Female,Awareness & Screen Nudges
569,1,1,7.4,5.4,5,8,4,WhatsApp,Female,Awareness & Screen Nudges
574,1,1,7.2,5.9,4,9,5,Facebook,Male,Awareness & Screen Nudges
576,1,1,6.8,6.2,5,8,4,TikTok,Male,Awareness & Screen Nudges
578,1,1,6.5,6.1,5,8,4,Facebook,Male,Awareness & Screen Nudges
581,1,1,6.3,6.4,5,8,4,TikTok,Female,Awareness & Screen Nudges
583,1,1,6.7,6.0,5,8,4,Instagram,Female,Awareness & Screen Nudges
586,1,1,6.4,6.3,5,8,4,Facebook,Male,Awareness & Screen Nudges
588,1,1,6.6,6.2,5,8,4,TikTok,Male,Awareness & Screen Nudges
591,1,1,7.0,5.8,4,9,5,Instagram,Female,Awareness & Screen Nudges
593,1,1,6.9,6.1,5,8,4,TikTok,Female,Awareness & Screen Nudges
595,1,1,6.2,6.3,5,8,4,Facebook,Female,Awareness & Screen Nudges
598,1,1,6.4,6.2,5,8,4,Facebook,Male,Awareness & Screen Nudges
600,1,1,6.7,6.0,4,8,4,Instagram,Male,Awareness & Screen Nudges
603,1,1,6.2,6.4,5,8,4,Instagram,Female,Awareness & Screen Nudges
605,1,1,6.3,6.3,5,8,4,TikTok,Female,Awareness & Screen Nudges
608,1,1,7.1,5.7,4,9,5,Facebook,Male,Awareness & Screen Nudges
610,1,1,6.6,6.2,5,8,4,TikTok,Male,Awareness & Screen Nudges
612,1,1,6.5,6.1,5,8,4,Facebook,Male,Awareness & Screen Nudges
615,1,1,6.1,6.4,5,8,4,TikTok,Female,Awareness & Screen Nudges
617,1,1,6.8,5.9,4,9,5,Instagram,Female,Awareness & Screen Nudges
620,1,1,6.3,6.3,5,8,4,TikTok,Male,Awareness & Screen Nudges
622,1,1,6.5,6.2,5,8,4,Facebook,Male,Awareness & Screen Nudges
625,1,1,7.0,5.8,4,9,5,TikTok,Female,Awareness & Screen Nudges
627,1,1,6.7,6.1,5,8,4,Instagram,Female,Awareness & Screen Nudges
629,1,1,6.4,6.2,5,8,4,Facebook,Female,Awareness & Screen Nudges
632,1,1,6.2,6.3,5,8,4,Facebook,Male,Awareness & Screen Nudges
634,1,1,6.9,5.9,4,9,5,Instagram,Male,Awareness & Screen Nudges
637,1,1,6.1,6.4,5,8,4,TikTok,Female,Awareness & Screen Nudges
639,1,1,6.4,6.2,5,8,4,Facebook,Female,Awareness & Screen Nudges
642,1,1,7.2,5.7,4,9,5,TikTok,Male,Awareness & Screen Nudges
644,1,1,6.8,6.0,5,8,4,Instagram,Male,Awareness & Screen Nudges
646,1,1,6.3,6.2,5,8,4,Facebook,Male,Awareness & Screen Nudges
649,1,1,6.2,6.3,5,8,4,Twitter,Female,Awareness & Screen Nudges
651,1,1,6.8,5.9,4,9,5,Instagram,Female,Awareness & Screen Nudges
654,1,1,6.2,6.3,5,8,4,TikTok,Male,Awareness & Screen Nudges
656,1,1,6.5,6.1,5,8,4,Facebook,Male,Awareness & Screen Nudges
659,1,1,7.1,5.8,4,9,5,TikTok,Female,Awareness & Screen Nudges
661,1,1,6.7,6.0,5,8,4,Instagram,Female,Awareness & Screen Nudges
663,1,1,6.4,6.2,5,8,4,TikTok,Female,Awareness & Screen Nudges
666,1,1,6.3,6.2,5,8,4,Twitter,Male,Awareness & Screen Nudges
668,1,1,6.9,5.9,4,9,5,Instagram,Male,Awareness & Screen Nudges
671,1,1,6.1,6.4,5,8,4,Facebook,Female,Awareness & Screen Nudges
673,1,1,6.4,6.2,5,8,4,TikTok,Female,Awareness & Screen Nudges
676,1,1,7.2,5.7,4,9,5,Facebook,Male,Awareness & Screen Nudges
678,1,1,6.8,6.0,5,8,4,Instagram,Male,Awareness & Screen Nudges
680,1,1,6.2,6.3,5,8,4,Facebook,Male,Awareness & Screen Nudges
683,1,1,6.1,6.4,5,8,4,Twitter,Female,Awareness & Screen Nudges
685,1,1,6.7,6.0,4,9,5,Instagram,Female,Awareness & Screen Nudges
688,1,1,6.3,6.2,5,8,4,TikTok,Male,Awareness & Screen Nudges
690,1,1,6.5,6.1,5,8,4,Facebook,Male,Awareness & Screen Nudges
693,1,1,7.0,5.8,4,9,5,TikTok,Female,Awareness & Screen Nudges
695,1,1,6.6,6.1,5,8,4,Instagram,Female,Awareness & Screen Nudges
697,1,1,6.3,6.2,5,8,4,TikTok,Female,Awareness & Screen Nudges
700,1,1,6.2,6.3,5,8,4,Twitter,Male,Awareness & Screen Nudges
702,1,1,6.8,5.9,4,9,5,Instagram,Male,Awareness & Screen Nudges
705,1,1,6.2,6.3,5,8,4,Facebook,Female,Awareness & Screen Nudges
